student_name,current_grade,read_eqao_03,write_eqao_03,math_eqao_03,read_eqao_06,write_eqao_06,math_eqao_06,Mathematics_07,Reading_07,Writing_07,Mathematics_08,Reading_08,Writing_08,math_eqao_09,Language_09,Mathematics_09,Language_10,Mathematics_10,Language_11,Mathematics_11,EQAO_Math_Program
Ruth Smith,12,2,5,5,0,0,0,22,34,22,57,56,13,0,12,6,94,15,96,9,Applied
Gerard Hawn,12,2,0,0,0,0,3,75,51,90,43,78,1,0,60,65,81,67,66,93,Applied
Larry Hathaway,10,4,2,3,5,5,4,93,1,11,20,52,64,5,60,90,96,79,53,9,Applied
Martha Henderson,11,5,2,5,5,4,2,10,21,51,15,83,95,5,3,51,93,5,54,59,Applied
Megan Davis,11,1,0,5,3,2,2,79,59,97,35,28,72,3,20,38,45,32,48,45,Applied
Margaret Dahl,11,3,5,2,5,1,4,30,16,18,74,2,72,5,63,1,74,94,27,4,Applied
Eileen Meyer,12,0,2,2,0,3,4,54,97,44,3,54,46,0,4,3,3,21,40,49,Applied
Harry Moore,10,0,1,3,5,2,1,56,94,96,24,40,75,5,69,6,0,92,6,77,Applied
Willie Wenning,12,0,4,0,4,2,1,52,81,65,64,39,73,4,41,37,79,43,13,1,Applied
Martin Allman,12,5,4,4,0,4,5,52,89,26,14,10,71,0,18,50,26,96,10,44,Applied
Don Small,11,5,2,1,1,2,5,16,54,78,64,96,69,1,63,43,39,25,0,95,Applied
Lisa Cook,10,2,1,2,5,3,3,65,99,3,56,84,43,5,23,64,77,44,1,18,Applied
Paulette Webster,12,1,2,5,4,1,0,54,23,88,13,26,84,4,86,82,64,57,12,77,Applied
Melvin Ramon,10,1,0,5,4,3,3,65,77,27,98,30,12,4,34,34,65,34,96,57,Applied
Aline John,12,1,4,1,4,0,2,79,63,22,22,77,96,4,78,61,6,74,73,94,Applied
David Janney,12,4,3,1,4,4,4,18,42,58,87,22,90,4,40,61,73,95,72,87,Applied
John Pipkin,12,2,0,0,2,0,0,61,94,8,19,74,55,2,74,60,60,73,12,33,Applied
Linda Kraft,10,2,5,4,5,3,1,25,84,72,78,58,62,5,47,57,93,14,79,41,Applied
Diane Mendoza,11,5,3,0,3,3,0,44,39,47,34,44,35,3,89,45,33,11,75,90,Applied
Sheryl Norman,12,1,0,2,2,5,1,14,97,87,13,48,8,2,88,22,79,70,42,16,Applied
Brian Franty,11,3,1,2,5,4,1,74,33,34,16,19,42,5,17,38,72,96,19,30,Applied
James Jackson,12,5,3,5,1,4,1,36,21,16,37,46,77,1,72,12,43,69,2,87,Applied
Theresa Demers,11,0,2,2,2,2,4,95,32,7,87,6,42,2,31,56,50,98,62,29,Applied
Kelly Boothe,12,1,1,1,4,1,5,98,8,80,24,88,15,4,15,32,58,27,34,29,Applied
Todd Acuna,12,3,0,4,3,4,0,69,41,57,10,4,83,3,11,67,34,77,73,93,Applied
Mary Cook,12,5,0,1,4,3,1,98,32,60,11,98,14,4,55,39,54,21,85,86,Applied
Margo Blue,11,5,1,2,3,2,4,24,27,8,68,30,51,3,53,70,17,34,92,44,Applied
Cassaundra White,10,2,0,1,0,1,1,64,39,83,46,41,80,0,42,64,5,51,28,10,Applied
Eileen Moore,12,4,5,1,4,4,3,62,9,50,70,7,75,4,39,56,80,46,35,63,Applied
Mary Garvin,12,2,5,1,5,4,3,88,2,99,49,11,41,5,72,42,83,44,39,40,Applied
John Stoehr,11,4,5,0,3,1,5,32,48,67,84,63,79,3,17,39,63,20,2,79,Applied
Rebekah Springer,10,1,3,1,2,5,2,84,84,17,49,49,80,2,87,34,71,51,69,31,Applied
Bethany Mariner,10,5,5,4,1,4,1,68,6,75,8,69,16,1,68,26,10,62,0,21,Applied
Ross Miller,12,0,4,4,2,1,3,76,3,68,16,11,74,2,20,58,35,71,57,1,Applied
Peter Audette,11,4,0,0,0,1,0,55,86,19,63,5,67,0,80,59,54,19,16,15,Applied
Frank Heenan,10,2,3,1,3,1,4,63,16,65,86,77,41,3,60,48,22,86,49,96,Applied
Timothy Bowen,10,0,3,0,3,1,0,6,93,54,89,41,74,3,49,71,62,57,0,68,Applied
Robert Kleber,12,3,1,1,0,4,5,38,51,36,91,37,91,0,29,66,9,1,94,13,Applied
Jimmy Marlatt,11,3,3,4,2,3,3,81,23,42,61,8,16,2,54,2,98,73,49,75,Applied
Robert Surita,11,0,1,2,2,0,2,26,47,27,57,56,6,2,45,48,64,24,64,71,Applied
Roy Matthews,12,4,1,3,3,0,5,63,12,52,28,72,95,3,91,75,3,14,9,35,Applied
Dale James,10,3,4,0,1,0,2,61,60,90,24,25,42,1,34,36,53,14,6,87,Applied
Corey Gilbert,12,0,0,4,3,0,5,91,26,87,42,71,28,3,53,16,96,39,87,42,Applied
Charles Shelman,11,5,0,3,5,0,2,40,61,66,8,16,22,5,32,25,31,63,97,47,Applied
Jerry Schmidt,11,2,5,1,4,2,5,44,37,15,31,77,55,4,21,93,76,7,12,17,Applied
Joyce Vetter,11,2,5,1,4,3,0,98,75,21,80,85,73,4,91,98,70,32,24,24,Applied
Lee Dawson,10,2,4,1,0,3,4,31,2,52,66,78,10,0,1,82,27,64,99,29,Applied
Jonathan Hannahs,11,4,1,3,5,4,5,50,15,66,71,54,70,5,60,64,89,18,55,18,Applied
Laura Curl,10,2,0,2,2,0,2,62,30,7,76,71,59,2,93,32,87,65,48,23,Applied
Carolyn Tomassi,12,4,2,1,3,3,2,87,52,96,10,90,7,3,24,38,49,46,69,59,Applied
Liliana Little,10,2,2,4,1,5,3,90,15,55,74,60,67,1,16,14,72,58,36,53,Applied
Charles Muscara,11,0,5,1,0,5,5,62,98,33,81,17,95,0,61,98,31,29,57,56,Applied
Nicholas Mclendon,11,3,0,5,5,3,5,96,97,85,68,46,7,5,51,24,84,7,89,52,Applied
Kellie Kimber,11,2,5,3,2,1,0,91,91,75,48,85,18,2,32,20,97,34,8,35,Applied
Andre Gray,11,2,5,1,4,3,2,63,9,39,72,48,96,4,68,54,25,67,60,58,Applied
Alice Brotherton,11,1,1,5,3,2,0,9,30,94,15,95,0,3,56,44,42,9,53,61,Applied
Shawn Mcguire,10,2,3,2,5,0,4,92,12,25,51,79,70,5,48,4,22,46,61,8,Applied
Johnny Ludeker,12,5,0,1,0,0,2,80,97,93,11,47,61,0,35,73,69,51,53,94,Applied
James Richey,12,2,1,0,4,5,0,46,44,68,72,65,91,4,34,96,31,4,53,44,Applied
Tanya Corbo,10,1,4,2,2,2,0,50,62,88,96,87,55,2,5,0,55,38,29,17,Applied
Gregory Gibson,12,5,1,1,5,4,2,34,1,58,14,17,52,5,54,78,73,44,35,55,Applied
Candida Valdez,12,2,3,0,2,1,4,47,42,74,41,37,10,2,48,37,14,36,8,88,Applied
Gwenda Mora,11,0,1,3,3,1,0,23,33,97,63,42,55,3,62,91,12,34,18,59,Applied
Sam Williams,11,4,4,3,2,1,4,48,95,89,72,31,22,2,5,26,30,90,98,20,Applied
Jolene Neifert,11,3,0,5,2,4,1,27,60,37,86,64,90,2,24,71,76,54,94,55,Applied
Fred Stockdale,12,5,0,0,5,0,0,94,9,40,19,96,85,5,18,1,68,90,63,81,Applied
James Jolivette,11,4,3,3,4,5,5,66,24,33,63,61,98,4,22,42,18,26,57,91,Applied
Andre Cooper,10,0,3,4,5,4,2,33,37,9,6,31,78,5,0,63,42,75,60,80,Applied
Margaret Friend,11,1,1,2,1,1,4,26,50,59,4,16,96,1,32,91,53,3,9,4,Applied
Jane Hinton,12,2,4,3,4,5,5,0,90,86,70,38,20,4,28,9,57,31,96,76,Applied
Anne Helt,11,5,1,3,5,2,4,21,81,72,70,20,44,5,83,33,5,56,4,11,Applied
James Caperton,12,2,3,0,4,4,4,60,36,94,65,18,14,4,56,53,92,79,64,85,Applied
Byron Dailey,12,3,4,2,0,2,4,2,42,50,49,57,32,0,7,21,22,21,10,53,Applied
Floyd Little,11,3,3,0,1,3,3,87,51,70,7,56,49,1,10,74,61,81,73,91,Applied
Harry Ortiz,12,5,2,0,3,0,0,19,93,52,58,52,52,3,14,94,76,17,24,19,Applied
Grace Williams,12,2,0,4,4,5,3,21,40,60,56,34,29,4,96,37,12,11,91,18,Applied
Ken Summers,12,0,1,0,3,3,3,25,11,82,74,15,98,3,74,45,87,21,74,92,Applied
Robert Creech,11,2,5,5,0,1,1,37,72,95,17,25,38,0,93,91,87,56,70,73,Applied
Doris Petruzzelli,12,5,3,3,0,4,5,55,1,93,14,32,11,0,4,96,89,15,46,16,Applied
George Tanenbaum,10,2,2,4,0,4,5,30,79,30,77,12,35,0,57,12,99,53,10,12,Applied
Virginia Gallaher,10,1,5,5,4,3,0,85,11,8,79,46,21,4,93,36,48,25,6,26,Applied
Bradley Gamache,11,0,5,5,3,2,5,73,33,8,65,96,23,3,26,11,27,10,8,32,Applied
Barbara Cortez,11,1,1,0,4,2,5,92,90,59,80,40,58,4,12,69,81,77,35,30,Applied
Blair Huffman,12,5,5,3,5,0,2,15,78,95,11,36,32,5,46,25,53,19,25,53,Applied
Bill Karl,11,0,2,3,2,5,2,63,73,49,68,20,62,2,62,49,18,44,24,14,Applied
Robert Harrell,11,2,1,3,5,4,5,32,13,15,5,80,87,5,55,47,14,33,1,19,Applied
Aaron Nale,11,3,1,2,3,2,3,92,25,91,39,38,57,3,64,3,86,16,37,8,Applied
Joseph Putnam,12,4,3,4,5,1,3,18,51,67,56,54,69,5,65,3,99,87,47,58,Applied
Guadalupe Allison,10,1,1,0,4,2,1,18,68,25,31,16,96,4,84,97,16,46,12,88,Applied
Kelly Daines,12,5,1,3,3,5,1,5,38,97,17,22,47,3,2,12,79,72,10,40,Applied
Julio Wilkins,12,3,1,2,4,0,5,92,86,67,60,47,52,4,97,89,89,51,79,15,Applied
Cynthia Lockhart,12,2,3,4,1,5,3,83,17,97,61,3,85,1,95,22,25,40,32,41,Applied
Sally Zappulla,10,0,2,3,2,3,4,91,68,52,86,80,66,2,54,65,91,57,34,38,Applied
Tina Morales,10,2,5,2,3,3,3,3,48,91,0,87,52,3,65,75,7,3,10,76,Applied
Rita Weitzel,12,5,5,4,3,2,3,14,40,56,27,29,60,3,26,37,34,53,67,53,Applied
Marshall Thornton,11,4,4,0,5,5,3,32,98,45,91,14,44,5,41,79,68,36,91,35,Applied
Sara Butler,12,1,4,1,1,4,1,90,54,60,61,37,8,1,39,29,59,96,88,52,Applied
Jessica Mohabir,11,2,1,1,4,0,5,35,34,0,84,45,8,4,92,34,75,18,12,25,Applied
Catherine Chapen,12,1,0,1,2,5,0,12,87,68,11,22,58,2,74,84,35,36,26,90,Applied
Laura Baber,12,5,2,3,0,3,1,3,63,32,45,5,31,0,92,90,3,59,99,96,Applied
Timothy Melendez,12,3,1,0,0,4,3,96,46,40,85,47,2,0,74,9,25,36,58,13,Applied
Carmen Jones,12,0,4,4,0,2,3,64,85,1,15,40,57,0,82,47,4,62,76,71,Applied
Ray Johnson,12,2,5,3,2,5,2,90,30,59,20,57,93,2,55,87,75,42,5,17,Applied
Donald Renzi,12,1,2,2,0,3,1,6,4,40,4,19,6,0,71,78,85,46,50,82,Applied
Gerald Sessions,12,1,2,2,0,2,4,71,79,5,63,73,54,0,74,54,32,73,23,66,Applied
Julie Hoffman,10,3,1,0,3,4,5,39,39,42,8,28,70,3,53,80,4,44,32,46,Applied
Lester Spivey,11,4,1,1,5,5,2,45,31,63,18,23,43,5,53,21,44,79,15,92,Applied
Karl Chiasson,10,2,3,3,5,1,2,51,73,60,46,43,65,5,92,84,47,97,25,29,Applied
David Burton,12,3,0,4,2,4,5,86,59,13,28,58,59,2,79,93,12,49,68,24,Applied
Kevin Gurule,11,1,2,1,2,3,3,35,98,88,11,54,46,2,2,68,97,6,46,77,Applied
Jeanette Fowler,12,3,4,1,2,2,5,8,79,42,66,40,27,2,7,70,41,40,3,25,Applied
Christine Bone,12,2,2,4,0,3,5,78,11,60,70,59,14,0,83,96,64,70,77,72,Applied
Thomas Boyd,12,1,0,3,1,5,3,31,15,58,38,10,6,1,86,14,1,16,58,82,Applied
Joe Youssefi,11,3,0,1,0,5,3,64,44,44,71,38,36,0,63,93,0,61,52,22,Applied
Bill King,12,2,2,5,0,0,4,73,93,55,62,42,23,0,82,23,66,63,48,53,Applied
Crystal Haber,11,5,2,1,4,2,4,93,85,35,31,50,77,4,54,98,40,0,13,4,Applied
Michael Gantt,12,4,3,4,2,0,5,72,34,37,92,84,88,2,83,36,24,79,20,77,Applied
Amy Troutman,12,0,3,0,0,2,5,57,62,60,68,94,53,0,45,35,99,25,37,79,Applied
Antonio Picciano,12,5,2,5,5,4,5,19,31,81,71,0,43,5,91,75,56,56,76,60,Applied
James Stratman,10,2,2,0,4,4,5,5,54,80,43,0,23,4,36,49,42,34,51,53,Applied
Silvia Smith,12,1,0,3,2,1,3,39,80,93,10,75,78,2,12,94,86,89,17,42,Applied
Willie Durkin,12,5,3,4,4,1,0,21,36,88,99,51,41,4,6,8,76,61,0,98,Applied
Ruth Ruschmeyer,10,0,3,0,1,1,4,10,0,48,23,68,84,1,53,43,18,67,53,48,Applied
David Lewis,10,5,1,5,0,2,0,64,65,67,3,49,17,0,98,74,29,70,80,63,Applied
Robert Velez,10,5,3,1,1,3,1,23,86,72,33,64,65,1,58,52,55,24,33,64,Applied
Mary Carter,10,5,5,4,1,3,0,6,58,44,27,97,16,1,49,95,68,73,85,19,Applied
Jerry Deese,11,3,4,0,1,2,0,43,9,15,44,49,83,1,68,73,69,41,44,71,Applied
Elizabeth Aldrich,12,3,2,1,5,4,0,36,78,85,39,22,91,5,95,50,95,67,67,14,Applied
Marilyn Myers,12,3,1,3,3,3,2,24,61,5,35,58,70,3,58,1,49,84,32,55,Applied
Geraldine Lamb,12,1,5,4,5,0,5,29,59,41,57,59,72,5,25,2,58,71,7,3,Applied
Gary Flores,12,0,4,4,2,0,3,90,77,16,35,29,75,2,24,79,1,50,16,41,Applied
Gary Badger,11,2,5,1,2,1,5,64,45,29,75,25,83,2,63,8,11,49,12,63,Applied
Joann Oliveira,11,3,3,3,2,1,1,42,44,32,77,89,61,2,99,75,40,1,4,52,Applied
Gerald Brunette,12,0,3,3,0,3,0,74,57,92,80,99,46,0,15,69,81,91,44,48,Applied
Ralph Bond,11,2,5,5,2,1,2,28,31,10,23,5,9,2,93,15,28,75,3,90,Applied
Brenda Villa,11,5,0,3,0,3,3,55,69,87,2,56,56,0,28,5,43,16,49,87,Applied
Jesse Hawkins,10,4,5,4,1,3,4,23,23,89,20,56,30,1,92,63,43,6,52,72,Applied
James Mowrey,12,4,1,3,4,3,1,84,54,12,73,75,2,4,19,82,25,20,51,78,Applied
Mark Morales,12,3,5,4,3,3,5,74,14,94,7,29,46,3,16,25,4,44,68,30,Applied
Eddie Miles,10,3,4,5,5,4,0,63,88,36,99,62,64,5,54,96,8,5,55,82,Applied
Aurora Madsen,10,2,1,4,4,5,2,48,45,41,58,87,29,4,87,3,54,25,73,12,Applied
Kevin Galloway,11,2,2,3,4,3,3,66,42,57,72,43,75,4,52,38,18,93,47,48,Applied
William Mansur,10,0,1,5,2,2,5,33,30,29,91,89,50,2,91,87,23,29,34,17,Applied
Marsha Green,11,4,3,4,4,3,5,29,54,63,94,79,64,4,39,45,50,62,88,85,Applied
Erika Johnson,10,0,2,4,2,1,1,2,11,28,49,89,2,2,4,27,86,74,77,37,Applied
Elaine Schultz,12,2,1,5,5,4,0,2,75,15,42,37,72,5,83,15,60,93,28,20,Applied
Dan Cardinal,11,5,5,2,0,2,1,59,82,37,26,61,52,0,58,10,84,66,78,21,Applied
Adam Budde,11,0,0,2,4,2,1,68,92,66,78,38,13,4,30,98,4,86,95,33,Applied
Paul Mcgee,12,3,1,3,5,2,1,82,99,9,31,99,92,5,4,83,64,20,49,12,Applied
Della Lehr,10,4,5,0,1,0,0,7,84,66,0,67,18,1,8,37,31,21,92,87,Applied
Sheryl Powers,10,1,1,5,0,5,5,48,10,88,53,86,44,0,80,22,96,25,64,99,Applied
Glenn Davis,12,2,1,1,1,2,1,45,80,17,10,5,36,1,90,29,18,47,65,90,Applied
Ruth Bullock,12,5,2,0,3,0,3,21,18,74,14,29,16,3,63,18,52,17,18,74,Applied
Viola Kauffman,12,0,2,2,3,4,4,85,69,20,76,17,28,3,21,58,63,40,56,71,Applied
George Joplin,11,5,1,4,3,5,4,29,36,53,1,1,92,3,12,54,21,1,50,25,Applied
Kristina Mowles,12,1,3,0,5,3,3,37,28,59,6,61,21,5,11,23,58,87,57,37,Applied
Ryan Morgan,12,0,2,2,2,0,4,23,27,37,85,14,6,2,86,33,96,41,41,24,Applied
Rick Miller,11,2,2,1,3,4,0,71,55,16,9,27,3,3,47,87,25,84,53,71,Applied
Rafael Burrow,12,0,3,1,4,4,2,78,8,15,16,8,80,4,47,21,45,66,9,45,Applied
Guadalupe Fisher,10,4,0,3,4,1,2,56,10,97,80,2,20,4,91,15,19,93,25,51,Applied
Christopher Knudsen,11,4,0,4,3,5,0,3,45,33,24,1,6,3,78,31,25,23,60,28,Applied
Rudolph Lafountain,10,0,5,5,4,0,4,79,15,46,3,46,25,4,73,39,49,86,94,52,Applied
Quinton Loughborough,11,1,0,2,1,0,1,21,72,55,12,71,29,1,36,22,69,15,48,71,Applied
Steve Rojas,10,0,1,1,2,4,5,12,28,54,46,29,72,2,15,86,61,71,76,0,Applied
Gary Lawson,11,4,1,1,3,3,2,71,19,5,0,27,35,3,12,63,27,22,81,1,Applied
Carol Wiedmann,10,0,5,2,4,5,0,56,42,92,73,31,48,4,53,87,80,72,43,44,Applied
Paul Fabry,10,1,3,2,0,0,2,74,95,66,6,18,99,0,20,55,72,57,92,49,Applied
Tara Mcentee,12,5,3,1,0,3,2,15,19,58,70,7,2,0,81,48,87,75,86,53,Applied
Lee Warburton,10,0,5,4,5,2,0,80,70,98,65,1,54,5,38,46,3,41,37,14,Applied
Stephen Chandler,10,2,5,2,1,5,4,0,94,48,72,24,67,1,76,11,81,92,98,15,Applied
William Slaughter,11,4,2,3,4,3,1,43,26,96,91,88,8,4,30,97,90,19,30,86,Applied
Darlene Chambers,11,3,3,1,1,1,5,54,74,9,50,76,73,1,6,97,44,78,41,26,Applied
Brendan Clark,11,1,4,2,2,2,2,23,87,42,28,9,72,2,20,52,82,45,95,83,Applied
Heidy Haywood,10,2,2,2,3,5,0,36,14,70,56,8,66,3,29,70,54,57,95,16,Applied
Flora Jacobs,12,2,0,1,4,5,4,35,43,90,32,40,7,4,21,18,84,26,4,34,Applied
Kathrine Torres,12,3,2,5,4,0,0,16,33,38,22,33,1,4,9,44,20,30,79,65,Applied
David Rankin,12,0,2,5,1,0,4,17,10,83,22,4,63,1,24,59,71,99,52,36,Applied
John Griffiths,11,1,3,2,3,5,4,27,70,74,16,86,0,3,33,22,88,91,98,33,Applied
Evan Anderson,10,5,1,0,4,4,1,1,87,49,3,86,62,4,84,45,10,92,27,38,Applied
Thomas Shumaker,12,5,2,5,0,5,0,45,9,48,4,69,13,0,79,70,73,29,46,43,Applied
Gary Heiliger,11,1,4,0,4,2,5,60,52,90,51,87,48,4,43,42,35,90,52,59,Applied
Carl Fraire,12,2,0,2,2,5,5,96,69,87,23,5,83,2,91,9,50,56,34,92,Applied
Carrie Mcentyre,12,5,5,5,5,3,4,30,65,63,47,76,75,5,55,62,47,4,48,23,Applied
Jolie Juarez,12,4,0,0,5,5,5,39,68,76,16,49,47,5,40,78,50,26,65,91,Applied
Paul Preston,10,2,2,4,0,0,2,24,30,0,70,9,28,0,40,56,1,62,41,60,Applied
John Smith,12,0,3,0,4,1,1,80,12,23,94,72,73,4,96,20,47,39,21,65,Applied
Blaine Porter,12,2,2,5,1,1,1,1,47,18,29,89,22,1,40,64,82,50,76,22,Applied
Violet Rubin,10,1,4,0,4,0,5,53,65,81,95,14,39,4,49,19,56,0,96,37,Applied
Celia Sours,11,5,4,0,4,3,0,21,56,35,74,29,33,4,21,26,16,33,51,99,Applied
Elizabeth Koerner,10,4,2,2,3,0,1,16,64,3,45,89,78,3,37,29,53,81,67,0,Applied
Patrick Mulhall,10,1,4,0,1,4,1,94,39,56,57,66,42,1,72,24,98,58,21,17,Applied
Emily Girgenti,10,0,5,4,1,2,2,48,89,17,68,7,76,1,19,12,81,95,55,43,Applied
Robert Cornish,10,2,4,4,2,4,3,77,76,12,59,53,84,2,51,76,41,72,40,87,Applied
Margaret Hernandez,10,3,5,0,5,2,4,75,38,16,89,17,57,5,41,20,48,49,89,36,Applied
Tina Melvin,11,4,2,0,1,4,3,39,15,16,8,62,6,1,37,34,77,65,78,78,Applied
Heather Washington,12,0,4,5,2,1,4,75,10,10,5,47,72,2,71,99,42,92,48,27,Applied
Albert Whicker,12,4,2,3,3,0,2,8,3,74,17,72,34,3,70,73,54,91,36,71,Applied
Pamela Gean,11,3,5,1,3,1,1,40,84,93,20,46,82,3,85,46,17,82,42,71,Applied
James Sweigart,10,1,2,1,4,4,5,53,67,94,17,91,25,4,73,39,73,42,49,46,Applied
Darryl Pruitt,10,4,5,0,1,5,1,99,92,59,57,50,13,1,25,73,10,4,50,31,Applied
Ara Harrison,12,1,3,3,1,4,1,24,98,73,10,40,47,1,9,39,58,55,1,23,Applied
Vanessa Bridges,12,0,4,5,3,0,5,47,72,37,95,81,87,3,36,41,23,32,17,99,Applied
Maria Nelson,11,1,0,3,0,1,3,22,92,6,86,35,73,0,84,62,24,45,4,66,Applied
Franklin Rahmani,10,3,2,1,4,1,4,79,96,79,83,57,0,4,46,25,73,71,43,49,Applied
Emily Cardwell,11,0,0,2,1,1,1,65,44,14,13,84,17,1,98,72,41,9,7,84,Applied
Carlos Daniels,12,1,1,4,2,4,0,69,1,71,58,80,61,2,81,88,99,97,92,11,Applied
Lauren Dickson,10,4,4,3,5,0,0,25,15,30,82,20,57,5,77,7,84,49,47,7,Applied
Jeannette Runyon,10,1,4,1,3,1,2,2,20,38,17,75,24,3,68,26,70,52,95,15,Applied
Eric Jones,12,0,2,4,0,5,3,56,95,38,53,58,89,0,93,91,34,58,13,90,Applied
Joshua Lawrence,12,3,2,4,3,0,3,53,41,98,69,24,46,3,79,36,56,21,33,61,Applied
Ebony Medley,11,2,2,4,3,3,3,3,61,51,42,28,26,3,10,9,2,61,37,84,Applied
Jennifer Lunn,12,5,1,4,3,1,1,80,22,35,27,76,74,3,62,83,42,74,16,87,Applied
Linda Kaiser,10,4,5,3,1,1,1,44,32,39,37,27,12,1,37,71,90,54,42,59,Applied
Juan Bishop,11,0,1,4,4,0,2,38,46,38,34,79,29,4,69,37,78,47,26,66,Applied
Jerome Lord,12,5,5,0,1,0,4,89,29,36,18,42,6,1,25,20,39,76,23,46,Applied
Brian Schmid,11,3,1,2,0,3,4,71,98,82,76,18,60,0,3,94,51,73,88,81,Applied
Willie Litwin,10,0,1,2,1,3,5,71,28,65,50,93,54,1,34,41,78,45,41,79,Applied
Marilyn Menard,12,2,1,2,5,0,3,95,56,83,5,15,11,5,1,94,84,80,0,22,Applied
Consuelo Gallagher,10,5,4,4,5,4,3,50,28,3,69,14,28,5,23,12,10,85,62,28,Applied
Richard Ebling,12,5,5,0,4,5,2,91,75,28,37,77,43,4,4,32,64,80,39,0,Applied
Edna Lesley,12,1,0,4,4,2,2,59,75,30,30,20,58,4,13,14,12,78,6,24,Applied
Joseph Holtrop,11,1,2,3,4,3,3,0,11,82,76,92,4,4,98,69,89,42,24,64,Applied
Julie Barron,12,1,3,5,2,4,1,89,73,71,76,1,0,2,44,91,31,20,47,82,Applied
Maureen Recher,11,0,4,1,5,1,2,45,44,92,97,5,58,5,52,89,17,35,43,82,Applied
James Broughton,10,5,3,0,2,1,2,78,37,72,51,10,6,2,74,28,79,48,52,56,Applied
Rodney Sandiford,12,1,4,3,1,2,4,48,37,11,4,83,77,1,32,8,64,28,0,67,Applied
Cheryl Deleon,10,5,1,5,2,5,2,10,10,85,12,74,57,2,95,89,75,14,41,28,Applied
Bernard Brown,11,0,0,1,0,5,0,84,76,93,78,75,92,0,88,70,20,66,76,55,Applied
Joann Sengbusch,11,1,4,3,4,3,3,58,79,42,32,53,30,4,0,47,60,2,80,32,Applied
Julia Driscoll,12,4,5,2,4,0,2,84,9,16,34,96,56,4,29,43,65,46,45,72,Applied
Marie Jones,10,4,1,4,3,5,5,48,43,12,63,77,14,3,98,47,22,74,94,80,Applied
Robert Wells,11,1,3,5,0,4,1,95,12,36,79,70,47,0,38,89,10,21,46,81,Applied
Michael Mcneely,11,3,3,4,3,5,3,18,2,40,88,17,87,3,87,13,30,71,55,36,Applied
Jane Davis,11,0,5,4,1,5,3,92,37,25,47,95,47,1,4,58,72,52,13,19,Applied
Natalie Freeland,12,3,4,4,5,1,3,40,62,20,75,9,51,5,27,22,31,2,88,86,Applied
Helen Brooks,12,5,2,4,5,3,3,83,95,18,34,36,28,5,95,61,26,38,85,78,Applied
John Guidotti,12,0,3,1,5,5,3,52,81,49,13,7,29,5,31,1,59,15,12,81,Applied
Leslie Burkley,12,5,5,4,1,1,5,77,63,13,7,16,90,1,8,23,18,50,73,54,Applied
Diane Brown,10,1,2,1,3,2,1,54,10,60,43,34,29,3,2,94,37,38,72,14,Applied
Grace Corbin,10,0,0,2,2,5,2,14,19,43,71,3,50,2,8,81,30,15,53,71,Applied
Ella Barnes,12,5,0,5,2,3,5,54,74,86,13,98,24,2,25,10,39,54,55,78,Applied
George Leaks,11,0,1,5,4,2,2,79,89,85,62,48,99,4,46,58,17,37,57,61,Applied
Willie Romanelli,10,0,1,0,2,0,2,78,5,37,30,93,60,2,71,15,88,79,8,99,Applied
Jose Beach,10,3,1,5,2,0,4,56,12,91,49,35,18,2,5,9,38,41,90,65,Applied
Vickie Mccoy,11,3,4,2,5,3,1,51,84,33,72,21,75,5,51,44,97,34,60,97,Applied
Chris Lubinski,10,1,1,4,3,2,4,86,60,74,19,74,96,3,90,35,58,60,17,38,Applied
Berneice Fulmer,12,2,3,4,1,1,0,91,83,24,28,86,84,1,53,61,13,86,30,51,Applied
Susie Vanderwal,12,3,1,4,0,3,0,66,54,80,16,97,58,0,81,57,3,29,71,89,Applied
Teresita Comacho,11,2,2,5,2,3,1,39,94,9,10,46,36,2,46,35,72,44,74,32,Applied
Lessie Johnson,11,4,0,3,3,1,1,5,65,20,73,99,5,3,3,7,71,21,72,89,Applied
Micheal Valdez,11,5,5,3,0,4,3,29,83,47,98,92,48,0,56,4,12,42,76,57,Applied
Sara Gatlin,11,3,4,2,5,2,4,19,19,19,21,61,20,5,42,37,87,71,67,45,Applied
Tamara Cobb,12,1,2,3,2,2,1,58,33,84,91,9,11,2,4,4,95,53,75,23,Applied
Melissa Velez,10,0,3,4,0,2,0,40,8,38,42,31,19,0,6,87,57,17,6,72,Applied
Robert Sheppard,10,2,3,3,3,4,3,80,61,11,5,27,41,3,34,76,7,43,69,0,Applied
Juan Williams,11,2,2,3,5,3,4,20,70,87,35,56,59,5,11,20,54,79,80,26,Applied
Christopher Stephens,12,2,3,1,2,5,5,52,75,45,73,23,33,2,87,2,90,50,23,42,Applied
Judy Cummings,10,5,4,3,2,5,3,16,8,66,35,85,43,2,49,49,85,84,9,42,Applied
Brenda Bailey,12,5,5,1,0,2,5,15,77,89,57,2,65,0,59,49,42,36,11,17,Applied
Jenna Dickinson,11,0,3,1,5,1,1,47,16,94,86,71,48,5,33,6,81,65,21,25,Applied
Keith Sharrow,11,2,5,5,0,2,0,95,47,62,39,81,7,0,2,21,12,84,18,0,Applied
Shanice Rueda,12,4,3,5,1,0,5,6,11,75,73,7,64,1,39,98,5,87,31,19,Applied
Gerald Martinez,11,0,1,4,3,3,1,76,2,13,55,9,14,3,12,43,85,64,41,29,Applied
Marilyn Bruce,12,5,1,1,2,0,2,86,32,22,16,22,10,2,97,36,74,68,22,50,Applied
